State,City,Type_of_facilities,Address
ILLINOIS,CHICAGO,HOTELS,Tyson–4259 S. Parkway
ILLINOIS,CHICAGO,HOTELS,Vincennes–601 E. 36th St.
ILLINOIS,CHICAGO,HOTELS,Y. M. C. A.–3763 S. Wabash Ave.
ILLINOIS,CHICAGO,HOTELS,Y. W. C. A.–4559 S. Parkway
ILLINOIS,CHICAGO,HOTELS,Franklin–3942 Indiana Ave.
ILLINOIS,CHICAGO,HOTELS,Lincoln–2901 State St.
ILLINOIS,CHICAGO,HOTELS,Pompeii–20 E. 31st St.
ILLINOIS,CHICAGO,HOTELS,Grand–51st St. & Grand Bl'v'd
ILLINOIS,CHICAGO,HOTELS,New Hazle–3910 Indiana Ave.
ILLINOIS,CHICAGO,HOTELS,Clarilge–51st & Michigan Ave.
ILLINOIS,CHICAGO,TOURIST HOMES,Mabel Bank–712 E. 44 St.
ILLINOIS,CHICAGO,TOURIST HOMES,Mrs. K. Bell–5942 S. Parkway
ILLINOIS,CHICAGO,RESTAURANTS,Morris'–410 E. 47 St.
ILLINOIS,CHICAGO,RESTAURANTS,Wrights–3753 S. Wabash Ave.
ILLINOIS,CHICAGO,RESTAURANTS,A/J–105 E. 51 St.
ILLINOIS,CHICAGO,BEAUTY PARLORS,Matties'–4212 Cottage Grove Ave.
ILLINOIS,CHICAGO,BARBER SHOPS,Tiptons'–5509 S. Michigan Ave.
ILLINOIS,CHICAGO,DRUG STORES,Partee–4308 S. Parkway
ILLINOIS,CHICAGO,SERVICE STATIONS,Turner's–N. E. Cor. 59 St. & Wabash Ave.
ILLINOIS,CHICAGO,SERVICE STATIONS,Parkway–5036 S. Parkway
ILLINOIS,CHICAGO,SERVICE STATIONS,Waterford's–6000 S. Wabash Ave.
ILLINOIS,CHICAGO,SERVICE STATIONS,Standard–Garfield & S. Parkway
ILLINOIS,CHICAGO,SERVICE STATIONS,American Giants–5900 S. Wabash Ave.
ILLINOIS,CHICAGO,SERVICE STATIONS,Roosevelt–4600 S. Wabash Ave.
ILLINOIS,CHICAGO,TAVERNS,The Palm–466 E. 47th St.
ILLINOIS,CHICAGO,NIGHT CLUBS,Boulevard Lounge–104 E. 51 St.
ILLINOIS,CENTRALIA,TOURIST HOMES,Mrs. E. Clayborne–303 N. Pine St.
ILLINOIS,CENTRALIA,TOURIST HOMES,Mrs. M. Coleman–503 N. Poplar A.
ILLINOIS,CENTRALIA,TOURIST HOMES,Mrs. E. Crawford–303 N. Pine St.
ILLINOIS,CENTRALIA,TOURIST HOMES,Mrs. B. Vernon–448 N. Poplar St.
ILLINOIS,CENTRALIA,TOURIST HOMES,Mrs. M. Ricks–131 N. Pine St.
ILLINOIS,CENTRALIA,TOURIST HOMES,Rooms for Tourists–520 N. Locust St.
ILLINOIS,CENTRALIA,BARBER SHOPS,P. Coleman 503 N. Poplar St.
ILLINOIS,CENTRALIA,BEAUTY PARLORS,M. Coleman 503 N. Poplar St.
ILLINOIS,CENTRALIA,SERVICE STATIONS,Langenfield 120 N. Poplar St.
ILLINOIS,DANVILLE,TOURIST HOMES,Stewart–214 E. Main St.
ILLINOIS,DANVILLE,TOURIST HOMES,Mrs. G. Wheeler–109 Hayes St.
ILLINOIS,EAST ST. LOUIS,HOTELS,Royal–2500 Missouri Ave.
ILLINOIS,EAST ST. LOUIS,TOURIST HOMES,P. B. Reeves–1803 Bond Ave.
ILLINOIS,EAST ST. LOUIS,TOURIST HOMES,W. E. Officer–2200 Missouri Ave.
ILLINOIS,EAST ST. LOUIS,TOURIST HOMES,I. Yancy–1737½ Market St.
ILLINOIS,EAST ST. LOUIS,NIGHT CLUBS,Cotton Club–1236 Mississippi Ave.
ILLINOIS,EAST ST. LOUIS,NIGHT CLUBS,Dave's–343 E. Garfield
ILLINOIS,SPRINGFIELD,HOTELS,Dudley–130 S. 11th St.
ILLINOIS,SPRINGFIELD,TOURIST HOMES,Mrs. M. Rollins–804 S. College St.
ILLINOIS,SPRINGFIELD,TOURIST HOMES,Mrs. B. Mosby-1614 E. Jackson St.
ILLINOIS,SPRINGFIELD,TOURIST HOMES,Mrs. H. Robbins–1616 E. Jackson St.
ILLINOIS,SPRINGFIELD,TOURIST HOMES,Mrs. G. Bell–625 N. 2nd St.
ILLINOIS,SPRINGFIELD,TOURIST HOMES,Mrs. E. Brooks–705 N. 2nd St.
ILLINOIS,SPRINGFIELD,TOURIST HOMES,Dr. Ware-1520 E. Washington St.
ILLINOIS,OTTAWA,TOURIST HOMES,Mrs. G. Danile–605 S. 3rd Ave.
ILLINOIS,ROCKFORD,HOTELS,Briggs–429 So. Court St.
ILLINOIS,ROCKFORD,TOURIST HOMES,Mrs. C. Gorum–301 Stewart Ave.
ILLINOIS,ROCKFORD,TOURIST HOMES,Mrs. G. Wright–422 S. Court St.
ILLINOIS,ROCKFORD,TOURIST HOMES,S. Westbrooke–1209 Crosby St.
ILLINOIS,WAUKEGAN,TOURIST HOMES,Mrs. R. Norwood - 819 Mott Ave.
IDAHO,POCATELLO,TOURIST HOMES,A.M.E. Parsnage - 625 E. Fremont St.
IDAHO,POCATELLO,TOURIST HOMES,Tourist Park - E. Fremont St.
INDIANA,ANDERSON,TAVERNS,Terrance Cafe - 1411 Madison Ave.
INDIANA,ANGOLA,TAVERNS,Fox Lake Resort - 1 1/2 miles S. W. of Angola
INDIANA,ELKHART,TOURIST HOMES,Miss E. Botts - 336 St. Joe St.
INDIANA,EVANSVILLE,TOURIST HOMES,Mrs. B. Bell - 672 Lincoln Ave.
INDIANA,EVANSVILLE,TOURIST HOMES,Mrs. Lauderdale - 309 Locust St.
INDIANA,EVANSVILLE,TOURIST HOMES,Miss F. Snow - 719 Oak St.
INDIANA,EVANSVILLE,TOURIST HOMES,Community Ass'n - 620 Cherry St.
INDIANA,FORT WAYNE,RESTAURANT,Leo Manuals' - 1329 Lafayette St.
INDIANA,GARY,HOTELS,States' - 1700 Washington St.
INDIANA,FRENCH LICK,HOTELS,Thurman - 222 Indiana Ave.
INDIANA,INDIANAPOLIS,HOTELS,Y.M.C.A. - 450 N. Senate Ave.
INDIANA,INDIANAPOLIS,HOTELS,Y.W.C.A. - 653 N. West St.
INDIANA,INDIANAPOLIS,HOTELS,Morrison's - 524 N. West St.
INDIANA,INDIANAPOLIS,TOURIST HOMES,Morris Fur. Rms. - 518 N. West St.
INDIANA,INDIANAPOLIS,TOURIST HOMES,Neatly Fur. Rms. - 330 N. Missouri St.
INDIANA,INDIANAPOLIS,TOURIST HOMES,Mrs. L. Lewis - 2717 Paris Ave.
INDIANA,INDIANAPOLIS,TOURIST HOMES,Mrs. E. Waters - 941 N. Calif. Ave.
INDIANA,INDIANAPOLIS,RESTAURANTS,Lasley's - 510 Indiana Ave.
INDIANA,INDIANAPOLIS,TAVERNS,Mayes Cafe - 503 Indiana Ave.
INDIANA,INDIANAPOLIS,TAVERNS,Hambric Cafe - 510 Indiana Ave.
INDIANA,INDIANAPOLIS,GARAGES,25th St. Gar. - 553 W. 25th St.
INDIANA,INDIANAPOLIS,BEAUTY PARLORS,Petite - 420 W. Michigan St.
INDIANA,JEFFERSONVILLE,TOURIST HOMES,Charles Thomas - 607 Missouri Ave.
INDIANA,JEFFERSONVILLE,TOURIST HOMES,Leonard Redd - 711 Missouri Ave.
INDIANA,KOKOMO,TOURIST HOMES,Mrs. C. W. Winburn - 1015 N.Kennedy St.
INDIANA,KOKOMO,TOURIST HOMES,Mrs. Chas. Hardinson - 812 N. Kennedy St.
INDIANA,KOKOMO,TOURIST HOMES,Mrs A. Woods - 1107 N. Purdun St.
INDIANA,KOKOMO,TOURIST HOMES,Mrs. S. D. Hughes - 1045 N. Kennedy St.
INDIANA,LAFAYETTE,TAVERNS,Pekin Cafe - 1702 Hartford St.
INDIANA,MARION,RESTAURANTS,Marika - 416 S. Branson Ave.
INDIANA,MARION,RESTAURANTS,Sorosis Tea Room - 405 W. 10th St.
INDIANA,MICHIGAN CITY,TOURIST HOMES,Allens' - 210 E. 2nd St.
INDIANA,MUNCIE,HOTELS,Y.M.C.A. - 905 1/2 Willard St.
INDIANA,NEW ALBANY,TOURIST HOMES,J. D. Clay - 513 Pearl St.
INDIANA,NEW ALBANY,TOURIST HOMES,Mrs. E. Huggins - 514 State St.
INDIANA,SOUTH BEND,RESTAURANT,Smoke's Place - 432 Chapin. St.
INDIANA,TERRE HAUTE,HOTELS,Booker - 306 Cherry St.
INDIANA,TERRE HAUTE,TAVERNS,Dreamland Cafe - 306 Cherry St.
INDIANA,WEST BADEN,HOTELS,Waddy -
INDIANA,EVANSVILLE,TOURIST HOMES,Z. Knight - 410 S. E. 9th St.
IOWA,CEDAR RAPIDS,TOURIST HOMES,Mrs. W. H. Lavelle - 812 9th Ave. E
IOWA,CEDAR RAPIDS,TOURIST HOMES,Brown's - 818 - 9th Ave. S. E.
IOWA,DES MOINES,HOTELS,Y.W.C.A. - 1407 Center St.
IOWA,DES MOINES,HOTELS,Marguerite - 1410 Central Ave.
IOWA,DUBUQUE,TOURIST HOMES,Mrs. P. Martin - 712 Julien Ave.
IOWA,OTTUMWA,TOURIST HOMES,Mrs. J. Rose - 802 N. Fellows
IOWA,OTTUMWA,TOURIST HOMES,William Bailey 526 Center Ave.
IOWA,OTTUMWA,TOURIST HOMES,J. H. Hewitt - 512 Grant
IOWA,OTTUMWA,TOURIST HOMES,Harry Owens - 814 W. Pershing
IOWA,WATERLOO,TOURIST HOMES,Mrs. B. F. Tredwell - 709 Logan St.
IOWA,WATERLOO,TOURIST HOMES,Mrs. Spencer - 220 Sumner St.
IOWA,WATERLOO,TOURIST HOMES,Mrs. E. Lee - 745 Vinton St.
KANSAS,CONCORDIA,TOURIST HOMES,Mrs. W. A. Crews  1st & Republican Sts.
KANSAS,CONCORDIA,TOURIST HOMES,Mrs. B. J. Johnson - 102 E. 2nd St.
KANSAS,CONCORDIA,TOURIST HOMES,Mrs. G. Smith - 5th & Lincoln
KANSAS,CONCORDIA,TOURIST HOMES,Mrs. Glen McVey - 328 East St.
KANSAS,FORT SCOTT,HOTELS,Hall's - 223 1/2 E. Wall St.
KANSAS,FORT SCOTT,TOURIST HOMES,Peter Thomasun - 114 S. Ransom St.
KANSAS,HIAWATHA,TOURIST HOMES,C. Saunders - 202 Pottawottamie St.
KANSAS,HIAWATHA,TOURIST HOMES,Mrs. Mary Saunders - 1014 Shawnee
KANSAS,HUTCHINSON,TOURIST HOMES,Mrs. C. Lewis - 400 W. Sherman
KANSAS,HUTCHINSON,TOURIST HOMES,Mrs. Lucy Monroe - 21 F. West
KANSAS,INDEPENDENCE,TOURIST HOMES,Major McBee - 418 S. 3rd St.
KANSAS,INDEPENDENCE,TOURIST HOMES,Mrs. A. Peak - 613 S. Penn St.
KANSAS,JUNCTION CITY,HOTELS,Bridgeforth - 311 E. 11th St.
KANSAS,JUNCTION CITY,HOTELS,Cottery - 1120 N. Washington St.
KANSAS,JUNCTION CITY,TOURIST HOMES,Mrs. B. Jones - 229 E. 14th St.
KANSAS,LARNED,TOURIST HOMES,Mrs. C. M. Madison - 828 W. 12 St.
KANSAS,LARNED,TOURIST HOMES,Mrs. Mose Madison - 518 W. 10 St.
KANSAS,LARNED,TOURIST HOMES,Mrs. John Caro  E. 6th St. & Johnson Ave.
KANSAS,LAURENCE,HOTELS,Snowden's - 1933 Tennessee St.
KANSAS,LEAVENWORTH,TOURIST HOMES,Mrs. J. Hamiton - 720 N. 3rd. St.
KANSAS,LEAVENWORTH,TOURIST HOMES,Mrs. W. Shelton - 216 Poplar St.
KANSAS,KANSAS CITY,BEAUTY PARLORS,Katurah's 433 Qundoro St.
KANSAS,KANSAS CITY,BEAUTY PARLORS,Baskin's - 1935 N. 5th St.
KANSAS,MANHATTAN,TOURIST HOMES,Mrs. E. Dawson - 1010 Yuma St.
KANSAS,MANHATTAN,TOURIST HOMES,Mrs. H. Jackson - 830 Yuma St.
KANSAS,OTTAWA,TOURIST HOMES,Rev. John Allen - 211 E. Logan St.
KANSAS,OTTAWA,TOURIST HOMES,Mrs. Marie Clayborne - 502 E. 2nd St.
KANSAS,OTTAWA,TOURIST HOMES,Mrs. Folson - 112 N. Poplar
KANSAS,OTTAWA,TOURIST HOMES,Mrs. R. W. White - 821 Cypress
KANSAS,PARSONS,TOURIST HOMES,Mrs. F. Williams - 2216 Grand Ave.
KANSAS,PARSONS,TOURIST HOMES,Womack - 2109 Morgan
KANSAS,TOPEKA,HOTELS,Dunbar - 400 Quincy St.
KANSAS,TOPEKA,TOURIST HOMES,ELLEN SLAUGHTER  1407 MONROE STREET
KANSAS,TOPEKA,TAVERNS,Mack's - 400 Quincy St.
KANSAS,TOPEKA,TAVERNS,Power's Cafe - 116 E. 4th St.
KANSAS,WICHITA,HOTELS,Oklahoma House - 517 1/2 N.
KANSAS,WICHITA,HOTELS,Main St.
KANSAS,WICHITA,RESTAURANTS,Oklahoma Cafe - 517 N. Main St.
KENTUCKY,ELIZABETHTOWN,TOURIST HOMES,Mrs. Bettie Board - N. Mile St.
KENTUCKY,ELIZABETHTOWN,TOURIST HOMES,A. Johnson - Valley Creek Road
KENTUCKY,ELIZABETHTOWN,TOURIST HOMES,Mrs. M. B. Tyler - Mile St.
KENTUCKY,ELIZABETHTOWN,TOURIST HOMES,M. E. Wintersmith - S. Dixie Ave.
KENTUCKY,GLASCOW JUNCTION,HOTELS,Preston -
KENTUCKY,HAZARD,TOURIST HOMES,Mrs. J. Razor - 436 E. Main St.
KENTUCKY,HAZARD,TOURIST HOMES,Mrs. Jessie Richardson
KENTUCKY,HOPKINSVILLE,TOURIST HOMES,Mrs. M. McGregor - 200 E. First St.
KENTUCKY,HOPKINSVILLE,TOURIST HOMES,L. McNary - 113 Liberty St.
KENTUCKY,HOPKINSVILLE,TOURIST HOMES,J. C. Hopkins - 128 Liberty St.
KENTUCKY,LINCOLN RIDGE,TOURIST HOMES,Lincoln Institute -
KENTUCKY,LOUISVILLE,HOTELS,Allen - 2516 W. Madison St.
KENTUCKY,LOUISVILLE,HOTELS,Pythian Temple -
KENTUCKY,LOUISVILLE,HOTELS,10th & Chestnut Sts.
KENTUCKY,LOUISVILLE,HOTELS,Walnut - 615 Walnut St.
KENTUCKY,LOUISVILLE,HOTELS,Y.W.C.A. - 528 S. 6th St.
KENTUCKY,LOUISVILLE,TOURIST HOMES,Lucy A. Brown - 1012 W. Chestnut
KENTUCKY,LOUISVILLE,TOURIST HOMES,Hattie Daniels -
KENTUCKY,LOUISVILLE,TOURIST HOMES,1512 W. Chestnut
KENTUCKY,LOUISVILLE,RESTAURANTS,Butler - Roberts - 654 S. 10 St.
KENTUCKY,LOUISVILLE,GARAGES,Eade's - 2420 Cedar St.
KENTUCKY,LOUISVILLE,BEAUTY PARLORS,Bellonia - 1625 Callagher St.
KENTUCKY,LOUISVILLE,BARBER SHOPS,Hunter's - 1501 W. Chestnut St.
KENTUCKY,LEXINGTON,RESTAURANTS,The Abbey Food Shop - 374 E. 3rd St.
KENTUCKY,MT. STERLING,HOTELS,Dew Drop Inn - E. Locust St.
KENTUCKY,MT. STERLING,TOURIST HOMES,Mrs. E. Butler - 133 E. Locust St.
KENTUCKY,MT. STERLING,TOURIST HOMES,Mrs. G. White - 131 E. Locust St.
KENTUCKY,MT. STERLING,TOURIST HOMES,Mrs. G. Grubbs - 1562 E. High St.
KENTUCKY,PADUCAH,HOTELS,Jefferson's - 514 S. 8th St.
KENTUCKY,PADUCAH,HOTELS,Metropolitan - 724 Jackson St.
KENTUCKY,PADUCAH,TOURIST HOMES,W. T. Carter - 709 Washington
KENTUCKY,PADUCAH,TOURIST HOMES,S. M. Bacon - 1203 Clay
KENTUCKY,PADUCAH,TOURIST HOMES,R. Blakemore - 902 Washington
KENTUCKY,PADUCAH,TOURIST HOMES,R. Bard - 918 N. 10th
KENTUCKY,PADUCAH,TOURIST HOMES,Mrs. N. E. Boyd - 1009 N. 10th St.
LOUISIANA,BATON ROUGE,HOTELS,Ever-Ready - 1236 Louisiana Ave
LOUISIANA,BATON ROUGE,TOURIST HOMES,T. Harrison - 1236 Louisiana Ave.
LOUISIANA,BATON ROUGE,RESTAURANTS,Ideal Cafeteria - 1501 E. Blvd.
LOUISIANA,BATON ROUGE,TAVERNS,Waldo's - 864 S. 13th St.
LOUISIANA,BATON ROUGE,BEAUTY PARLORS,Carrie's - 570 S. 13th St.
LOUISIANA,BATON ROUGE,BARBER SHOPS,Malacher's - 1341 Government St.
LOUISIANA,BATON ROUGE,SERVICE STATIONS,Horatio's - 1150 S. Boulevard
LOUISIANA,BATON ROUGE,NIGHT CLUBS,Paradise - 220 Boatnes St.
LOUISIANA,BATON ROUGE,ROAD HOUSES,Apex Club - Louise St.
LOUISIANA,BOGALUSA,TOURIST HOMES,Mrs. E. L. Raine - 508 North Ave.
LOUISIANA,BOGALUSA,TOURIST HOMES,Mrs. R. Spellman Bennett - 501 Ave. S.
LOUISIANA,LAFAYETTE,TOURIST HOMES,Bourges - 416 Washington St.
LOUISIANA,LAFAYETTE,TOURIST HOMES,Mrs. A. Miles - 302 John St.
LOUISIANA,LAFAYETTE,TOURIST HOMES,J. Bondreaux - 315 Stewart St.
LOUISIANA,MANSFIELD,TOURIST HOMES,S. A. Wilson - N. Jefferson St.
LOUISIANA,MANSFIELD,TOURIST HOMES,W. Simpkins - Jenkins St.
LOUISIANA,MONROE,HOTELS,Turner's - 1015 Desiard St.
LOUISIANA,MONROE,TOURIST HOMES,R. H. Burns - 700 Adams
LOUISIANA,MONROE,TOURIST HOMES,L. B. Hortons - Congo St.
LOUISIANA,MORGAN CITY,TOURIST HOMES,Mrs. L. Williams - 719 Federal Ave.
LOUISIANA,MORGAN CITY,TOURIST HOMES,Mrs. E. White - 302 Third St.
LOUISIANA,MORGAN CITY,TOURIST HOMES,Mrs. V. Williams - 208 Union St.
LOUISIANA,NEW ORLEANS,HOTELS,Astoria  225 S. Rampart St.
LOUISIANA,NEW ORLEANS,HOTELS,Patterson - 802 1/2 S. Rampart St.
LOUISIANA,NEW ORLEANS,HOTELS,The Chicago - 1310 Iberville St.
LOUISIANA,NEW ORLEANS,HOTELS,Paige - 1038 Dryades Ave.
LOUISIANA,NEW ORLEANS,HOTELS,Riley - 759 S. Rampart St.
LOUISIANA,NEW ORLEANS,HOTELS,Palace - 1834 Annette St.
LOUISIANA,NEW ORLEANS,HOTELS,New Roxy - 759 S. Rampart St.
LOUISIANA,NEW ORLEANS,TOURIST HOMES,Mrs. F. Livaudais -
LOUISIANA,NEW ORLEANS,TOURIST HOMES,1954 Jackson Ave.
LOUISIANA,NEW ORLEANS,TOURIST HOMES,N. J. Bailey - 2426 Jackson Ave.
LOUISIANA,NEW ORLEANS,TOURIST HOMES,Mrs. King - 2826 Louisiana Ave.
LOUISIANA,NEW ORLEANS,TAVERNS,John's Cafe -
LOUISIANA,NEW ORLEANS,TAVERNS,Felicity & Howard Sts.
LOUISIANA,NEW ORLEANS,TAVERNS,Green Parrot - 1050 Rampart St.
LOUISIANA,NEW ORLEANS,RESTAURANTS,French Coffee Pot - 2931 Magnolia St.
LOUISIANA,NEW ORLEANS,RESTAURANTS,Honey Dew Inn - 115 Front St.
LOUISIANA,NEW ORLEANS,BARBER SHOPS,1800 Dryades Ave.
LOUISIANA,NEW ORLEANS,BARBER SHOPS,Elk's - 2818 La Salle St.
LOUISIANA,NEW ORLEANS,BEAUTY PATRLORS,Golden Green - 2500 Magnolia St.
LOUISIANA,NEW ORLEANS,TAXICABS,V-8 Cab Line - Felicity & Howard Sts.
LOUISIANA,NEW IBERIA,TOURIST HOMES,M. Robertson - 116 Hopkins St.
LOUISIANA,NEW IBERIA,TOURIST HOMES,N. E. Cooper - 913 Providece St.
LOUISIANA,OPELOUSAS,TOURIST HOMES,V. Arceneaux - 723 E. Landry
LOUISIANA,OPELOUSAS,TOURIST HOMES,H. Johnson - N. Market St.
LOUISIANA,OPELOUSAS,TOURIST HOMES,B. Giron - S. Lonbard St.
LOUISIANA,SHREVEPORT,TOURIST HOMES,Grant Flats - 1239 Reynolds
LOUISIANA,SHREVEPORT,TOURIST HOMES,Mrs. J. Jones - 1950 Hotchkiss
LOUISIANA,SHREVEPORT,TOURIST HOMES,Mrs. A. Webb - 1245 Reynolds
LOUISIANA,SHREVEPORT,TOURIST HOMES,Mrs. W. Elder - 1920 Hotchkiss
MAINE,AUGUSTA,TOURIST HOMES,Mrs. J. E. McLean—16 Drew St.
MAINE,PORTLAND,HOTELS,"The Thomas House—28 ""A"" St."
MARYLAND,ANNAPOLIS,HOTELS,Wright's—26 Calvert St.
MARYLAND,ANNAPOLIS,NIGHT CLUBS,Washington—61 Washington St.
MARYLAND,BALTIMORE,HOTELS,Smith's—Druid Hill Ave. & Paca St.
MARYLAND,BALTIMORE,HOTELS,York—1200 Madison Ave.
MARYLAND,BALTIMORE,HOTELS,Hawkins-902 Madison Ave.
MARYLAND,BALTIMORE,HOTELS,Majestic—1602 McColloh St.
MARYLAND,BALTIMORE,HOTELS,Stokes—1500 Argyle Ave.
MARYLAND,BALTIMORE,HOTELS,Reed—1002 McColloh St.
MARYLAND,BALTIMORE,HOTELS,Clark—Dolphin & Madison Aves.
MARYLAND,BALTIMORE,HOTELS,Penn—1635 Pennsylvania
MARYLAND,BALTIMORE,HOTELS,Mosher—1501 Argyle Ave.
MARYLAND,BALTIMORE,HOTELS,Y. M. C. A.—1600 Druid Hill Ave.
MARYLAND,BALTIMORE,HOTELS,Y. W. C. A.—1200 Druid Hill Ave.
MARYLAND,BALTIMORE,RESTAURANTS,Gorden's—1533 Druid Hill Ave.
MARYLAND,BALTIMORE,RESTAURANTS,Murray's—1522 Penn Ave.
MARYLAND,BALTIMORE,RESTAURANTS,Spot Bar-B-Q—1530 Penn Ave.
MARYLAND,BALTIMORE,BEAUTY SHOPS,M. King—1510 Penn Ave.
MARYLAND,BALTIMORE,BEAUTY SHOPS,Scott's—1526 Penn Ave.
MARYLAND,BALTIMORE,BEAUTY SHOPS,La Banch—1527 Penn Ave.
MARYLAND,BALTIMORE,BARBER SHOPS,Nottingham—1619 Penn Ave.
MARYLAND,BALTIMORE,TAVERNS,Velma—Cor. Penn. & Bake St.
MARYLAND,BALTIMORE,TAVERNS,Wagon Wheel—1638 Penn. Ave.
MARYLAND,BALTIMORE,TAVERNS,The Alhambra—1520 Penn. Ave.
MARYLAND,BALTIMORE,NIGHT CLUBS,Little Comedy—1418 Penn. Ave.
MARYLAND,BALTIMORE,NIGHT CLUBS,Ubangi—2213 Penn. Ave.
MARYLAND,BALTIMORE,NIGHT CLUBS,Wonderland—2043 Penn. Ave.
MARYLAND,BALTIMORE,NIGHT CLUBS,Casino—1517 Penn. Ave.
MARYLAND,BALTIMORE,NIGHT CLUBS,20th Century Club—21 W. Oliver Street
MARYLAND,BALTIMORE,GOLF CLUBS,Monumental—14 E. Pleasant St.
MARYLAND,BALTIMORE,GARAGES,Jacks'—514 Wilson St.
MARYLAND,BUENA VISTA,RESTAURANT,Eddie Bells—Defense Highway
MARYLAND,FREDERICK,TOURIST HOMES,Mrs. J. Makel 119 E. 5th St.
MARYLAND,FREDERICK,TOURIST HOMES,Mrs. W. W. Roberts 316 W. South
MARYLAND,FREDERICK,TOURIST HOMES,E. W. Grinage 22 W. All Saints
MARYLAND,FREDERICK,RESTAURANTS,Crescent—16 W. All Saints St.
MARYLAND,HAGERSTOWN,TOURIST HOMES,Frank Long—Jonathan St.
MARYLAND,HAGERSTOWN,TOURIST HOMES,Harmon—226 N. Jonathan St.
MARYLAND,SALISBURY,TOURIST HOMES,M. L. Parker 110 Delaware Ave.
MASSACHUSETTS,ATTLEBORO,TOURIST HOMES,J. R. Brooks Jr.—54 James St.
MASSACHUSETTS,BOSTON,HOTELS,Harriet Tubman—25 Holyoke St.
MASSACHUSETTS,BOSTON,HOTELS,Melbourne—815 Tremont St.
MASSACHUSETTS,BOSTON,HOTELS,Mothers Lunch—510 Columbus Ave.
MASSACHUSETTS,BOSTON,TOURIST HOMES,Holeman—212 W. Springfield St
MASSACHUSETTS,BOSTON,TOURIST HOMES,Ancrum S. Dormitories—74 W. Rutland Sq.
MASSACHUSETTS,BOSTON,TOURIST HOMES,M. Johnson—616 Columbus Ave
MASSACHUSETTS,BOSTON,TOURIST HOMES,Mrs. E. A. Taylor—192 W. Springfield St.
MASSACHUSETTS,BOSTON,TOURIST HOMES,Mrs. Ford—209 W. Springfield St.
MASSACHUSETTS,BOSTON,RESTAURANTS,WESTERN LUNCH BOX - 431 Massachusetts Ave.
MASSACHUSETTS,BOSTON,BEAUTY PARLORS,Clark-Merrill—505 Shawnut Ave.
MASSACHUSETTS,BOSTON,BEAUTY PARLORS,Amy's—796 Tremont St.
MASSACHUSETTS,BOSTON,BEAUTY PARLORS,Peoples—678 Shawnut Ave.
MASSACHUSETTS,BOSTON,BEAUTY PARLORS,Geneva's—808 Tremont Ave.
MASSACHUSETTS,BOSTON,BEAUTY PARLORS,Estelle's—15 Greenwich Ave.
MASSACHUSETTS,BOSTON,BEAUTY PARLORS,Mme. F. S. Blake—363 Mass. Ave.
MASSACHUSETTS,BOSTON,BEAUTY PARLORS,E. L. Crosby—11 Greenwich Park
MASSACHUSETTS,BOSTON,BEAUTY PARLORS,Mme. Enslow's—977 Tremont St.
MASSACHUSETTS,BOSTON,BEAUTY PARLORS,W. Williams—62 Hammond Street
MASSACHUSETTS,BOSTON,BEAUTY PARLORS,Victory—46 W. Canton St.
MASSACHUSETTS,BOSTON,BEAUTY PARLORS,E. West—609 Columbus Ave.
MASSACHUSETTS,BOSTON,TAXICABS,Robt. A. Robinson—41 Monroe St.
MASSACHUSETTS,BOSTON,GARAGES,DePrest—255 Northampton
MASSACHUSETTS,GREAT BARRINGTON,TOURIST HOMES,Mrs. I. Anderson—28 Rossiter St.
MASSACHUSETTS,HYAMIS,TOURIST HOMES,Zilphas Cottages—134 Oakneck Rd.
MASSACHUSETTS,NORTH ADAMS,TOURIST HOMES,F. Adams—32 Washington Ave.
MASSACHUSETTS,NEEDHAM,TOURIST HOMES,B. Chapman—799 Central Ave.
MASSACHUSETTS,PITTSFIELD,TOURIST HOMES,M. E. Grant—53 King St.
MASSACHUSETTS,PITTSFIELD,TOURIST HOMES,Mrs. T. Dillard—109 Linden St.
